feature,root,month,spearman_ic,pvalue,observations
rv_z_SI,SI,2024-02,-0.0876115831200073,3.180277802704291e-08,3973
rv_z_SI,SI,2024-03,0.021971002219056356,0.1031683211807192,5503
rv_z_SI,SI,2024-04,-0.1085881309902464,4.34340856836074e-22,7874
rv_z_SI,SI,2024-05,0.029673263891431493,0.01608043718405326,6580
rv_z_SI,SI,2024-06,-0.1773498527418239,5.53088129611153e-34,4624
rv_z_SI,SI,2024-07,-0.019772757234318202,0.14172598413071524,5524
rv_z_SI,SI,2024-08,-0.210680867416992,2.0165910531119044e-56,5520
rv_z_SI,SI,2024-09,-0.03766367916505764,0.00595415661587939,5331
rv_z_SI,SI,2024-10,0.02551409663115041,0.052423597052106204,5780
rv_z_SI,SI,2024-11,-0.2265903485149137,5.037217700213059e-65,5504
rv_z_SI,SI,2024-12,-0.0284063120370613,0.06617281598428909,4184
rv_z_SI,SI,2025-01,0.06227146749652167,1.8175475867147392e-05,4731
rv_z_SI,SI,2025-02,-0.1302080066928693,1.7877558124430185e-21,5299
rv_z_SI,SI,2025-03,-0.032271439896926976,0.016752872820008882,5494
rv_z_SI,SI,2025-04,-0.1996075655145946,1.5585681325134278e-75,8321
rv_z_SI,SI,2025-05,-0.09713810618526611,9.407320971737326e-17,7290
rv_z_SI,SI,2025-06,-0.07690148550452257,3.00381078507169e-10,6691
rv_z_SI,SI,2025-07,-0.07238042525256734,3.172660881814069e-09,6680
rv_z_SI,SI,2025-08,-0.22984274137292404,1.9577637975708346e-72,5972
rv_z_SI,SI,2025-09,0.0038439916619679463,0.7157859076099258,8974
rv_z_SI,SI,2025-10,-0.026077441922996037,0.0011307429341902851,15585
rv_z_SI,SI,2025-11,-0.10090197297818573,4.3450582107938886e-21,8681
rv_z_SI,SI,2025-12,0.018823481442891685,0.03760883694261097,12200
rv_z_SI,SI,2026-01,-0.047507426908152156,1.0041825732158701e-10,18508
rv_z_SI,SI,2026-02,-0.04830760899490154,4.625831941939258e-06,8985
rv_z_SI,SI,2026-03,-0.048478020973874006,9.501992233530381e-07,10214
rv_z_SI,SI,2026-04,-0.06293635491243992,1.9626586003710016e-07,6823
rv_z_SI,SI,2026-05,-0.059853422917878187,1.3777592715746715e-06,6498
rv_z_SI,SI,2026-06,-0.06658870139874395,5.328824610942291e-06,4664
