feature,root,horizon,bucket,bucket_type,observations,mean_bps,median_bps,vol_bps,tstat,hit_rate,sharpe_per_event,baseline_mean_bps,excess_mean_bps
md_rolling,HG,10,2,decile,23805,-0.036757819923862095,0.0,31.350893404459935,-0.18089806330528302,0.49745851711825245,-0.0011724648305758642,,
md_rolling,HG,10,3,decile,23773,-0.10700987642517729,0.0,29.277167337005213,-0.5635556428791743,0.49202877213645735,-0.003655062499503527,,
md_rolling,HG,10,4,decile,23788,0.0652160871929967,0.0,27.596588068124188,0.3644838691143479,0.49003699344207163,0.0023631938496167,,
md_rolling,HG,10,5,decile,23867,0.0993446890843923,0.0,28.419018740220125,0.5400506499101132,0.4927724473121884,0.0034957114456522155,,
md_rolling,HG,10,6,decile,23849,0.011910010869174715,0.0,32.55646645627549,0.056494996016980464,0.4923896180133339,0.0003658262755624997,,
md_rolling,HG,10,7,decile,23896,0.17141355690114993,0.0,28.036736930911307,0.9451055313369384,0.49418312688316035,0.006113891118055239,,
md_rolling,HG,10,8,decile,23946,0.31454678721023577,0.0,28.866002271423845,1.6862233591845999,0.4942370333249812,0.010896790773193563,,
md_rolling,HG,10,9,decile,23953,0.09259438149283987,0.0,29.58259984050874,0.4844269023031268,0.4908362209326598,0.0031300285300160254,,
md_rolling,HG,10,10,decile,24011,0.7078351837523094,0.8468476102763134,40.345645988762186,2.7185704773100094,0.5021448502769564,0.01754427687065585,,
md_rolling,HG,20,1,decile,23559,0.14955217931574502,0.9211920231289028,45.15883222918435,0.5083097841583347,0.5023982342204678,0.0033116927948171216,,
md_rolling,HG,20,2,decile,23532,0.09565183546952277,0.8642334144548514,44.94877954128814,0.3264410933972515,0.5017423083460819,0.0021280185234320067,,
md_rolling,HG,20,3,decile,23520,0.25774783864513917,0.9230628486056602,40.52405904906286,0.9754404280406007,0.5029336734693878,0.00636036578500395,,
md_rolling,HG,20,4,decile,23541,0.4241003537196011,0.0,39.62388873326407,1.6421922298392868,0.49806720190306275,0.010703148208761521,,
md_rolling,HG,20,5,decile,23622,0.29217511134185115,0.8739351326991773,41.46274174294586,1.0830375995184032,0.5018203369740073,0.007046690572303012,,
md_rolling,HG,20,6,decile,23626,0.13052185442153372,0.0,41.87712361288348,0.4790727751666111,0.4972487937018539,0.003116781745281539,,
md_rolling,HG,20,7,decile,23667,0.04918323172361249,0.0,40.106241008720346,0.18865864374895508,0.4964296277517218,0.0012263236465596095,,
md_rolling,HG,20,8,decile,23718,0.060115733174498406,0.0,40.87396067838203,0.22650638961551658,0.4966691963909267,0.0014707586976344385,,
md_rolling,HG,20,9,decile,23735,0.09593351945090077,0.0,43.27641700807551,0.3415180786503739,0.49770381293448496,0.0022167620631116315,,
md_rolling,HG,20,10,decile,23755,0.5153079756329928,0.8318429485321133,56.20546836029585,1.4130769442397546,0.5008208798147759,0.009168288970206533,,
md_rolling,HG,50,1,decile,22824,0.2662687149555432,1.3209170868855313,73.64155338565342,0.5462520511953388,0.5071854188573431,0.0036157400640521617,,
